Дата использования,"Кому выдано: Фамилия, инициалы (разборчиво)","Характер использования (копирование, выписки, просмотр и др.)",№ использованных листов,"Подпись лица, использовавшего дело"
1,2,3,4,5
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
