От пьянства М.,От пьянства Ж.,От неизвестных причин М.,От неизвестных причин Ж.,Скоропостижно умершие ИТОГО М.,Скоропостижно умершие ИТОГО Ж.,Найденные мертвые тела М.,Найденные мертвые тела Ж.,Убито громом М.,Убито громом Ж.,Задавлено и упало с высоты М.,Задавлено и упало с высоты Ж.,Сгорело и убито на пожарах М.,Сгорело и убито на пожарах Ж.,Умерло от угара М.,Умерло от угара Ж.,Замерзло М.,Замерзло Ж.,Утонуло М.,Утонуло Ж.,Укушено до смерти зверями М.,Укушено до смерти зверями Ж.,Умерло от других случайностей М.,Умерло от других случайностей Ж.,Жертвы случайной смерти ИТОГО М.,Жертвы случайной смерти ИТОГО Ж.,Всего умерло от насильственной смерти и случайностей М.,Всего умерло от насильственной смерти и случайностей Ж.
—,—,1,—,7,—,—,—,—,—,—,—,—,—,—,—,1,—,—,—,—,—,—,—,1,—,11,1
9,1,6,—,22,4,—,—,—,—,2,—,2,1,1,—,1,—,3,1,—,—,7,—,
