Число оставшихся от 1876 г. м.,Число оставшихся от 1876 г. ж.,Число оставшихся от 1876 г. всего,В 1877 г. поступивших м.,В 1877 г. поступивших ж.,В 1877 г. поступивших всего,В 1877 г. выбывших м.,В 1877 г. выбывших ж.,В 1877 г. выбывших всего,Оставшихся к 1878 г. м.,Оставшихся к 1878 г. ж.,Оставшихся к 1878 г. всего
35,3,38,378,19,397,375,20,395,38,2,40
