В городах,Брандмейстеров,Рабочих,Лошадей,Машин,Гидропультов,Дрог летних,Дрог зимних,Дрог для возки инструментов,Бочек,Ухватов,Багров,Паровиков,Колодцев,Щитов,Лестниц,Ломов,Топоров,Кайл,Железных лопат,Фонарей,Машинных рукавов,Лестниц (кошки),Ведер,Чанов,руб.,коп.
Красноярске,1,32,29,4,2,11,11,2,7,4,16,1,2,12,12,13,14,4
